Tweet-text,Uniqueness
Cause it’s you who I want,Literary
"@PaulMartino79 @MikeKBerg Guns won't kill out of their own. It's you who's the killer.

It's a tool, so is a hammer and a hammer can kill you to.

Never seen a gun getting up and kill someone.

Always a human.",Non-literary
@ksorbs No. People like you who would rather promote easily disproven nonsense that confirms and uphold your biases and prejudices are the enemy of the people.,Literary
"United fans for you who else do we blame 😇.. 

They have to pour their frustration on Martial https://t.co/1XA9O0wpGI",Literary
"Be with someone who won’t stay mad at you, who can’t stand not talking to you, and who’s afraid of losing you.",Non-literary
@Robkanecomedian It is people like you who restore my faith in humanity. x,Literary
"Pause you who read this, and think for a moment of the long chain of iron or gold, of thorns or flowers, that never would have bound you, but for the formation of the first link on one memorable day.

Great Expectations - Charles Dickens 1861",Literary
"✨ Stolen Kiss

jogasuapotranca would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/wfNCKQHOZI https://t.co/NC6PonOjid",Literary
"@HughMunro15 @johnsharr69 @PaulEmbery It seems like that to you who lived in an anecdotal experience, and I can forgive you for that, but it is historical economic reality that will be remembered.",Literary
"she be showin you who she is, you in denial, still guessing",Literary
@HapChap76 Says you who has Cloud!! 👑,Literary
"@Wessex_Gent @loicl @Andy_J_Crawford @kitty_donaldson @ElizLanders As i said it’s diesel-electric… the electric part is almost silent, unlike doughballs like you who embarrass themselves",Literary
"Privacy will help you stay focused and advance in life. 

There are people around you who don’t want you to succeed. 

Keep some secrets from you. It will save you from troubles.",Non-literary
@Just_ThembiD Lol the worst. Especially for you who doesn’t eat 👀,Non-literary
@laurenboebert Not all people are miserable mean girls like you who never grew up!,Literary
@blueheartedly Seems I always have the same answer for you: Who doesn't?,Non-literary
"@annavrmac @RepAdamSchiff so they can continue to pull the wool over the sheeple eyes. The pedophiles ARE REAL, IT HAS NEVER BEEN DEBUNKED OTHER THEN SAYING IT IS. THEY OFFER ""SOURCES"" AS THE ""FACTS"" YET WONT TELL YOU WHO THAT IS... so, no.. it's NOT been proven to be a lie",Non-literary
@Nona78904622 @GovKathyHochul @HealthNYGov Clearly u r brainwashed by right wingers. U think COVID is a joke.Let’s see how things turn out for irresponsible selfish people like you who don’t get vaxxed. I guess the people who didn’t get vaxxed&amp;begged for it as they were put on ventilators realized to late it is not a joke,Non-literary
"@UltimateAnimatr ""Eh. Whatevs. If people wanna vote for a murderer that's fine! Just shows you who has morals~!"" https://t.co/wDyvBGasvE",Literary
"“Yeah . . I was definitely quite over dramatic

‘Hmph. So it's Fiona Jarnefeldt. What right have you to speak? You who brought down Anatolia!’

We really weren’t that different. They only gave me the chance to shed the name Otsdarva, that I can thank them for.” https://t.co/pN2NpFnwrr",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year javrawr 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/U7raPwfn3C https://t.co/1bOKoN4k10",Literary
being on the (almost) same time zone as bts is mad stressful bless you who did this before,Literary
"@MollyJongFast Dear Maine Democrats,
You should have pushed for an election audit in 2020.
When someone tells you who they are, believe them.",Literary
"@aespa_ww @aespa_official WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
@Lclimateguy Also latest foliage report shows leaves 2 weeks behind..unlike you who knows nothing about leaves....low color change happens about 30 to 35 days before peak hits...aka this week should of started low color change yet we are as green as mid July. Leaves to be 2 weeks late.,Literary
"@wegotgame_corp @cityofbarrie Couldn't agree more, was a entertaining day of competitive E-Sports @cityofbarrie thank you. Who knows, maybe you're @OHLBarrieColts would be willing to comes out with the @WGGTROPICS someday 👀",Non-literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Kurigamesalot 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/C5TDxvZZr2 https://t.co/ESE7oCdEYh",Literary
"Convince yourself that you have the power to be all what you wish to be. It is YOU who could generate in you a huge power of motivation to push you forward and ignite you to think and to do.
—Unknown",Literary
"The feelings that we shared
As they piled up one by one, we were happy
You, who isn't with me anymore",Non-literary
"@vitamin_sie Chin up, I'm sure there's someone for you who'll come along.
Meanwhile, I've nothing better to do so I can donate some time if/whenever you want it.",Non-literary
@AngelAlexia5 @Tee_Unusual @Baron_Bintu I get suprised by some of you ...I swear 🤣...it's the way you defend and create an  agenda on top of words that came out loud and clear from someone's mouth as if you are deaf.. Omo you people should stop this nonsense cos it's you who is looking stupid and not your fave.. ✌️,Literary
"With wealth and fame you are the number one just on that specific time for everyone...

With someone you love, trust and cares for you who shares the same feeling you are the number one without fame, wealth and no questions ask you are the only one...",Literary
"@DontBGentle 

Wow you look like me. *Cas smirks keeping his eyes on you then gets holy water throwing it at you.* Who are you.",Non-literary
"@MollyJongFast ""When someone shows you who they are, believe them the first time.""",Literary
"@NiiLomotey2 Why won't he be the best midfielder in a team with Matuidi and Bentacur in their midfield 🤣🤣.
He came to Barca and even you who love him so much wants him to be a sub. Ahhba🤦‍♂️🤣🤣",Literary
"✨ Stolen Kiss

nhxcurly would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/oZVnKXiGH6 https://t.co/5WA6pO9S7z",Literary
I miss you — ... who are you ? :( why dont you text me hmm ? (⌒ω⌒) https://t.co/gskHsXmCBD,Literary
"@Vengabus @THINKER_INDIAN_ @JigarSh1974 @raajoos68 @mnpdpk @ShivAroor That's rich coming from you who is joining a argument that was nothing but""STFU"" from one side.
Learn to criticise yourself and your ideas before you come to play with me.",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year louidarling 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/7xJxoO5y0v https://t.co/PHYkpNR8lp",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year junecomoelmes 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/iev1G0cQPi https://t.co/eQvxkdiHYy",Literary
"Your mind races through the gazillion toxic tweets you've digested and you hurriedly confirm your bias that she's trying to out smart you. 

I only have one question for you. Who raised you? Don't tell me a woman raised you.",Non-literary
"@rosegawd @Bey_Legion @Creat1ve Julius Jones was just given a execution date of Nov 18th despite the Pardon &amp; Parole Board recommending his sentence be commuted. If this tweet has reached you who live in the US, help save Julius's life by contacting Governor Stitt at: https://t.co/PlLQtTEEAk 
#JusticeForJulius",Literary
@AnastasiaFennec @ModernMemefare @ChessyBinks @ohmobius it's you who's supporting abuse and gave actual evidence of who's actually been abusive in the past and it wasn't depp.. no go live in your little fantasy.. off you go,Non-literary
You know you’ve reached that age when your brother asks you who you ship in the owl house,Literary
@KenneyNL I think it’s actually you who supports all of us.,Literary
"@caprijeongie WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@AnitaNorburn It's a beautiful solitary bee Anita, but I'm afraid I can't tell you who.",Non-literary
"@aespalovv WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@SenTedCruz Cut the crap. Because of politicians like you, who keep fueling this “my freedom, my rights” BS, it’s the reason why we can’t get our lives back. Everyone as a community is affected, not just the individual. Please stop. https://t.co/0qk4exmMsq",Literary
"""The result was the same... But you... Who are you?""",Non-literary
"@winteraphy WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"As the saying goes WHEN SOMONE SHOWS YOU WHO THEY ARE…she knew his aggressive, controlling, violent nature but chose to keep dating this lunatic. It wouldn’t end well, it never does. When someone behaves in this manner the first time RUN FOR THE HILLS! https://t.co/XYP1Y2AHK7",Non-literary
"@jenjenleena WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@dahyunniverse WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@byutipulwinter WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
@MattWalshBlog Better yet just enjoy the freedom given to you and the protection so you can enjoy your vegan meals and watch your cnn and msnbc what is so pathetic is someone like you who doesn’t put America first come to this country LEGAL!,Non-literary
"@minjeongstar WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"For those you who live by checklists, have you tried erasing things on the list instead of checking them off? I swear it's more satisfying to erase the task and see blank space on my list over time versus crossing things off/checking things off.",Literary
"@peachyaeriii WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@yujiaespa WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@kimminjeongssi WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@ningddongie WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@aespafan_ind WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@faeryrening WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"(Compared to you, who once said you were “so sorry” for me… I must’ve looked a shameful idiot, like Don Quixote picking fights with windmills.)",Literary
"@gslleaeri WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@fruitywinrina WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@yjmxlsroom WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
"@Straw2304 WinNing The Hallucination Quest

#OurSavageNingning #OurSavageWinter #aespa 
#Savage @aespa_official",Non-literary
@alanshaw66 @PeterAr98015846 @___Q__ @MarkHowsham @1885_est The problem is people like you who only see one side of the story and assumed it was correct.,Literary
"@MichaelF141 Dc is fine the problem is people like you who think they are fans of Dc but are fans of a director, look at a fucking Pace Maker comic and you will see that he is like that even in the comics, Oh wait he does not have the Snayder brand then no bill",Literary
"@Geruish @doobydoobydofu @CasperBryson @EdwynOdeny @BBCPolitics @iainjwatson @simonmaginn @Desuetudine @HavetStorm @JewSoc @Lisatrainer10 @ItCorbyn @childofeternity @k1482 @LadyBrainSueMcC Evil? No. It's you who are ludicrous and dishonest. You are refusing to face facts in order to try to score cheap political points, and it's pathetic.",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year iillvuNini 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/lH6gAmoJZ8 https://t.co/inmnBPoiG2",Literary
To you who never love me หลอกใช้นางเอก คำพูดทำร้ายจิตใจ,Literary
"New tattoo - NEVER FORGET YOUR STRUGGLES 
Your struggles make you who you are !! https://t.co/9yJrCuMb3B",Literary
"I think it looks absolutely nuts to go up in life and then run backwards to “flex” on ppl who you think are against you. 

Who did you do this for?",Literary
idk even wishing death on someone is different than actively encouraging suicide. it's just a horrible rotten look and hurts the people around you who struggle with suicidal ideation and even attempts. if you care about that at all you need to lay the fuck off,Literary
"ㅤ  ❝ You’re walking around like you do. Assuming that I’m always following you — when I think it’s you who wants to be near me.

Whatever I do is none of your business. If you’re gonna be in my territory, at least show respect, brat. ❞

Sounds like there’s gonna be a fight! https://t.co/A20bczjvAr",Literary
@OddsOnFPL It is more about ‘care’ now. If a certain Edi Cavani &amp; now Ronaldo cannot motivate you who you know are ahead of you then 😏,Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year bts_kooki23 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/Vh4ZwgTHYr https://t.co/qiRtoBbmoF",Literary
"It's not the tough situations that make your day bad, but it's you who react harshly on it.",Literary
@GinaTandarich Also as a mom to a little girl who is also my whole world. I hope that if my girl ever finds herself in a similar situation there is someone like you who is there to help her 💕💕💕,Literary
@TylerWillett10 @nerdgirldv @MelJonesladadee It seems like you don’t want to answer a question that has been put to you. Who is entitled to use your bodily organs or any of your body resources without your permission? Will you please answer?,Non-literary
"@bettyboob454 Just find it interesting.
I guess unless I'm perfect, and prove I support all 'just' causes out there, I shouldn't be advocating or asking anyone else to advocate.
At least that's the message.
'Let ye among you who hath not sinned cast the first stone' and all that. 😔",Literary
@lizzywol It’s funny when people are like “pEoPle R SiLo’ed” or “You’re closing yourself off” because that boundary was the whole ass intent right there. A person who mistreats you (who isn’t forced to disclose their red flags) isn’t some hidden gem that you somehow think it is.,Literary
"Amos:5.18
 Woe to you who long for the day of the LORD! Why do you long for the day of the LORD? That day will be darkness, not light.
Amos:5.19
 It will be as though a man fled from a lion only to meet a bear, as though he entered his house and rested his hand on the wall only",Literary
@MSNBC @LevinsonJessica ...its so offensive to think you ..who ever you are ...can tell a girl what to do...its...not what anyone wants for their own daughters its what men want for mistresses,Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Brygas3 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/IyZXN2GKfK https://t.co/yfeEA1pj3o",Literary
@katieporteroc So thankful for people like you who are brave and smart enough to go head-to-head with them. 🌟,Literary
"@RoaringLeaders Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!✅🙂
@trt_chenk 

@YuniAnine 

@mpooll",Literary
"How beautiful my addiction to you
Only without these, everything is in your eyes
Your eyes are mine
Your hands are mine
I am by your side everywhere
You who laugh
My wish is summed up in the same instant
This is not my feeling of interest
Pure madness
#Jk_Heartwritter",Non-literary
@theNewNicola Welcome to sobriety! We do this one day at a time! You are a member if you say you are. Listen to others just like you who have solved the drink problem.,Literary
"One of the most amazing feelings in the world is having someone fall in love with you who you thought you never had a chance with.

#HappyBirthdayRahulVaidya",Literary
who made you? who crafted such slight flimsy forms?,Literary
It’s you who I want,Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year r_2vii 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/tl6IyDNoVI https://t.co/g7rD7M8WKD",Literary
"@WestSussexSAFC @UTFT1998 @MikeyCowie1999 Irate? I'm chilled mate, it appears to be you who needs to lower their blood pressure",Literary
"@TamamoNoGucci //Yeah those are the worst, together with people blocking you who you have literally never talked with before.

Absolutely understandable. But I think that makes the people who stick with you even more important!",Literary
"@Joylove_40 Allah ﷻ prohibited alcohol in the Qur'an: ""O you who believe, indeed, khamr (alcohol), gambling, [sacrificing on] stone altars [to other than God], and divining arrows are but defilement from the work of Satan; so avoid it that you may be successful."" Quran 5:90",Non-literary
"@GrahamRoberts4 @11BryanGil @osvaldooardiles He’s looked good to me so far but coming from you who actually knows what he’s talking about that’s high praise!
#coys",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year feeldalove168 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/6mjZOreKhj https://t.co/aLtq0GuIqg",Literary
"@yourcryptodj @MrThomasKoning @RiskyCoins Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!✅🙂

0x57eB27c1100c13Ad7c0AdA98053FBC6288Bb6068",Literary
"@shillionaires @Wander_Token @ryn0srs @beefy_musk @CriptoGivesBack @CoinMarketCap @coingecko @PancakeSwap @BinanceChain @TWPicker Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!✅🙂

0x57eB27c1100c13Ad7c0AdA98053FBC6288Bb6068",Literary
"@MandyMatney Just ignore him! Why screenshot it and seek attention on Twitter? You have to take the good with the bad. When you’re noticed by many, there will be critics. I just don’t understand why you keep bringing up what a few people say about you. Who cares!",Non-literary
@marygarden Should your hairdresser be taking a risk with you? Unvaccinated and without symptoms treating you who have those little viruses swimming through your hair follicles? Who is in danger?,Literary
"@cryptosanthoshg @theledpunks Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!✅🙂
@trt_chenk 

@YuniAnine 

@mpooll 

@HMarlani 

@joesingg32",Literary
@B52Malmet we will get to the other side when the fake media stops lying and people like you who keep praising Biden. If it wasn’t for Trump you wouldn’t have a vaccine. The man cannot even take a question what a disgrace to America,Literary
Why are you who you choose to be https://t.co/BN4qDJ1uT7,Literary
"White Supremacy at its worst. As usual white people being ignorant bullies, and missing her point which is “true”. You, who are dissing Joy Ann Reid are the racist and just plain mean. https://t.co/7oNOW0JNOe",Literary
"@MollyJongFast When someone SHOWS you who they are, believe them, never mind what they say. @SenSusanCollins is the textbook example.",Literary
"@JoshRoomsburg @VelasPad Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!✅🙂
@trt_chenk 

@YuniAnine 

@mpooll 

#VelasPad",Literary
"We've got fun new stickers for you! Who needs to gussy up their water bottles and Trapper Keepers? 😊

#lisaforboise #latinasinpolitics https://t.co/aWKEKZjMzt",Non-literary
Now let me know who are you who decided to trace my art?,Literary
"if your own people never support you, who do you expect will?",Literary
"✨ Stolen Kiss

dropwtf would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/x6QyUCvgvm https://t.co/LdHUxLqijV",Literary
"I’m here with owner, Lidia at @TheSaltedHippie in League City for a Sip &amp; Sign! You guys, this shop is fabulous! Come on by until 6 p.m. this evening for a drink, shop and I'll sign my book, ""The Healing Power of Girlfriends"" for you! Who's coming??? https://t.co/Tvyr2KiAUs",Non-literary
"Worship in awe and wonder, all you who’ve been made holy!

For all who trust him will feast with plenty.

Ps 34:9",Literary
"✨ Stolen Kiss

XofiaGK would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/4oDiAotzx8 https://t.co/vUm4bxuNJr",Literary
@cryptonomica no it's you who's cute!!,Non-literary
@David0HH7 @marygarden @Monocotyledon @mumbletwits With friends like you who needs enemies?,Literary
"@StrongdogeNFT Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!✅🙂
@trt_chenk 

@YuniAnine 

@mpooll",Literary
"@Jim_Jordan Jim, Jim, Jim are you crying fowl? Are those crocodile tears or “cry baby tears”? After all it’s you who shown Democrats how to deflect blame?  How’s ignoring sex abuse complaints going?  Must be their fault …",Literary
"@BbinGroup Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!✅🙂

0x57eB27c1100c13Ad7c0AdA98053FBC6288Bb6068",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year yourhomiefrog 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/nT2MTiWfKa https://t.co/poYHFMrGQe",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year nanvv_ 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/Iv6m1wktET https://t.co/cEYfiu8efP",Literary
"@zeronfthero Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!✅🙂
@trt_chenk 

@YuniAnine 

@mpooll",Literary
"Someone like you, who was born into power, wouldn't know the joy of finally obtaining it.",Literary
@Mr_GBM And I will wear that badge proudly! Must I remind you who started getting back into Bloodborne hmmm https://t.co/WzkjUiAqX9,Literary
"I don’t know what your destiny will be, but one thing I know: The only ones among you who will be truly happy are those who have sought and found how to serve.
#HappyBirthdayRahulVaidya",Literary
"@CKingdomsNFT Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!✅🙂
@trt_chenk 

@YuniAnine",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year BrentonLipford 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/VIIoXBkit9 https://t.co/THJQiOxU7L",Literary
@SodyHalliday An assertive man will not back down for clowns like you who can differentiate assumptions. Epitome ASSERTIVE. As you were🙅🏼‍♂️,Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year ruggebb 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/mZEkNx1Tjd https://t.co/R813VbB3LK",Literary
@newkindalazy A lot of people for a lot of different reasons. My mom because I hope to be an incredible mom like her one day. My best friend because she’s living her best life and inspires me to strive to live mine too. And people like you who inspire me to do what I love and be happy 😊,Literary
It be the closest people to you who do you dirty..,Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year BloomingShield 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/60L8hfpjFm https://t.co/zFBqkcUc65",Literary
@sonaaja22 @sense_royal @GlblCtznUK @BBCOne And they apologize cause i appeal and they realize i wasnt bullying you🤷🏾‍♀️ unlike you who is bullying and harassing Meghan 🤷🏾‍♀️,Literary
@VABVOX When someone shows you who they are......,Literary
"@RhinoCoinIO Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!✅🙂
@trt_chenk 

@YuniAnine",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year GreeneyedCatG 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/Lh8CklTdK1 https://t.co/oZV2CSsnkV",Literary
"With this whole vaccine thing ,
You are finding out about people you know ,but more importantly you're finding out about the real you ! 
Are you who you thought you were ?
#antivaxxers #sunshine",Literary
"""Be strong, and let your heart take courage, 
all you who wait for The LORD!"" - Psalm 31:24",Literary
"✨ Stolen Kiss

dukesevastos would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/LRyODgesa4 https://t.co/qrWJyRcRvb",Literary
"@birlios Ok but this is literally me @ you, who is incredibly accomplished 🤔 so we’ve come full circle",Literary
@Freedom21122112 @citizen_working @samanthamarika1 NO people like you who are blind and can't see how evil the left is are bizarre. YEAH politicians care about people.  Sure they do. Wake up already,Literary
"@begottensun Nothing is for free cde
Zim prices are ridiculous for a reason
In the initial prices its you who is also paying for transport 
People are not stupid out there",Literary
"I forgot how cozy it is to talk to someone who truly understands who you are, loves you and does not judge you. Who accepts you and reminds you that it's okay to not be okay. It's a warmth I'm always thankful for.

This song reminds me of you: https://t.co/GUd4ZrqnlD",Literary
"@AnnieRYou0kay I agree with you! Who, Paid to ship Haitians to the border ???GOP feels like!",Non-literary
"✨ Stolen Kiss

amagicmantv would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/bsCsbr54uM https://t.co/NPc07n83kL",Literary
FUCK ALL OF YOU WHO LEAVE YOUR GROCERY CARTS OUT IN THE PARKING LOT.,Non-literary
"As opposed to you who is just a fool, lacking any virtue. https://t.co/F5JMBPlUqI",Literary
@klendool @ZimenaJ @Jubes11 @nzpolice I asked for an alternative right at the beginning of this comment thread. It is YOU who is taking a binary approach to this by stating the police should just stop doing something that they do for health and safety reasons. If you have another option than this put it forward.,Literary
"THANK YOU @Kurz_Gesagt for this amazing video!

https://t.co/xutFdRpuXW

Check it out! It is about YOU! Yes, YOU who is reading this line right now!

🌏💚",Literary
Yeah. The racist moron said the CBP doing their jobs is like slavery. So you who 'love' that idiot can all GFY. https://t.co/jZwMAfxbie,Non-literary
"@AndyJC75 @johnredwood ""bad losers""?
Last time I checked (today, while grocery shopping) I didn't notice any food shortages in my EU.
How can people like you, who lied to the people of your own country, even sleep at night?",Literary
"@RifatJawaid Wake up and Smell the coffee.. Just check the SANGHI TWEETER from past two years.. He was popular even then in India, its you who NEVER NOTICED it BEFORE..",Literary
"Actually, we’re fed up with Apocalyptically Selfish Sociopaths like you who think you have the right to kill yourself and take our children and us with you.

Stronger #VaccineMandate now!!! https://t.co/UhBg2XGYhB",Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year iFLHST91 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/kMe7DGee4v https://t.co/vL26EckMrA",Literary
@dittle_ i cant even eat it and i agree with you who the fuck puts the milk first,Literary
@makaumutua @PaulKagame @BushFdn @HillaryClinton @POTUS @DonCheadle @AUC_MoussaFaki @AUC_DPA I read the sad news earlier while my heart bled. But who contribute to such messes in Africa. It's educated but hypocritical people like you who are solely responsible. Only the other day UhuRaila tried to bring back dictatorship to Kenya with the blessing of the people like you.,Literary
I salute you who said no! Brave people!,Literary
"@SenatorCollins is a total fraud.  I can’t believe the people of Maine fall for her shit every six years.  “When someone shows you who they are, believe them the first time”. https://t.co/5ko11KE1pK",Literary
"@EvanLSolomon watch Dr. Robert Malone inventor of mRNA on Jimmy Dore YouTube channel and quit being a propagandist. You have not researched mRNA vaccines, Dr. Malone has spent his life developing vaccines.  He tells you who should take these experimental drugs and who shouldn’t.",Literary
Some drivers do it for safety and if it’s really you who’s requesting. https://t.co/zOxZ3PxTi0,Non-literary
"After being injured in a hit and run accident, it can be intimidating to deal with the situation all on your own. If you don't know who hit you, who will cover your damages? Learn more in this article https://t.co/Dy4jamx4pu https://t.co/3Q2x00tzxQ",Literary
"@RonSexsmith As it should be.....and always has been.  At 69 years of age, the bulk of my musical taste is from the 50's/60's/70's. Very few of the artists from the 80's &amp; 90's held any allure for me......except those (like you) who reverberated back to a style I enjoyed in earlier times.",Literary
@bonr4evr You who pulling up already 😎,Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year saknow_ 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/ntCV8EarMT https://t.co/gf4q9ocxnC",Literary
@SouthseaJane @SMSocialMedia20 @foxyRachelle @Madz_Grant Perhaps it’s you who are misinformed,Literary
@JackDeeth So it’s you who runs @RAF_Luton?,Non-literary
@LeaderMcConnell You need to step up an operate on a bipartisan bases. It was you who decided to be partisan.,Literary
"✨ Stolen Kiss

iluvlf would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/iAJKN11lB2 https://t.co/eawk70Cbqt",Literary
"@Natashaisabadas Bruce had to smile.
  ""And why exactly should I come with you? Who needs my help?""",Non-literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year nanvv_ 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/rDuBUrMVkU https://t.co/rO8WYRAr2y",Literary
"@PluralDaisy @MikeSington HEY YALL THE WHITE GIRL GOT BLACK FAMILY MEMBERS! Go visit a BLACK CIVIL RIGHT MUSEUM, EDUCATE YOURSELF BECAUSE ITS WOWEN LIKE YOU WHO GIVE OTHER WHITE WOMEN WHO UNDERSTAND HISTORY A BAD RAP! And y’all wonder why we call y’all Karen’s!",Non-literary
"@jarrodjcain @Joseph_Joe_M @RonFilipkowski No, actually it is not. There's a little thing called fact checking that has disproven your statement, which you got from any one of the normal bullshit rhetoric sites. 

I don't distrust them, I distrust you and people like you who post false information. 

Blocked.",Literary
@kaworuquote Please take care of yourself. And there are people who love you who can help you through hard times,Literary
"I just wanna dance with you
Let the whole world melt away
And dance with you
Who cares what other people say?
And when we're through
No one can convince us we were wrong
All it takes is you and me
And a song",Non-literary
"@ruusakitchen If Trey songs does that I will text, but you? Who are you?",Non-literary
"@megynkelly At least she is a genuine journalist, not like you who would crawl back to FOXNews.",Literary
@Suz_Guidry Ah! Thank you! Who would’ve guessed 😂,Non-literary
"@JoeyPenner96 @EARTH_616_2013 Um...no?Just to show what a shitty person Wolverine is?(Ultimate Wolverine mind you,who had left Scott fall off a cliff and then told everybody that he had died so he could hook up with Jean.",Literary
@imageofnadeko Evil you who dont love Nadeko,Literary
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year _mjkth 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/8fJ00RLQvm https://t.co/kUUBfwBOH5",Literary
"When someone shows you who they are,  believe them https://t.co/anYffoxY1s",Literary
@naomiosaka @kinloskin @hilevel I love you and do what you want because you are the boss and owner of you. Love you so much and even though I love your game it's always you who have the power to do what you want,Literary
"@armylieber10 @ifyou_thing @happytaete @dieinjinsarms Plz he never said that he inspired by JB 😂
Plz I don't hate jb. 
It's you who just keep pushing your favorisum on tae. 
He clearly said that he just likes some of jb songs that it... 

Where's  the clip he said jb is his inspiration???",Literary
"I still hate you, you who left me
My cold heart is still...
#MissingYou",Literary
